,Marca,Modelo,Descrição,Valor,embedding_musical,categoria_musical,specs_musicais
65,DATREL,AT15X2,"Caixa Ativa ( 4 ohms) 15"" 500 W bluetooth",1807.3,CATEGORIA_MUSICAL: EQUIPAMENTO_CAIXA_SOM || CONTEXTO: equipamento som audio caixa speaker || MARCA: DATDL || MODELO: AT15X2 || DESCRICAO_MUSICAL: CAIXA ATIVA ( 4 OHMS) 15 500 W BLUETOOTH,EQUIPAMENTO_CAIXA_SOM,{}
66,DATREL,KIT15-300NT,"Caixa Ativa e Passiva 15"" 300 W ",2013.14,CATEGORIA_MUSICAL: EQUIPAMENTO_CAIXA_SOM || CONTEXTO: equipamento som audio caixa speaker || MARCA: DATDL || MODELO: KIT15-300NT || ESPECIFICACOES_MUSICAIS: AFINACAO: E || DESCRICAO_MUSICAL: CAIXA ATIVA E PASBVA 15 300 W,EQUIPAMENTO_CAIXA_SOM,{'AFINACAO': ['E']}
67,DATREL,KIT15-300MON,"Monitor ativo e passivo 15"" 300W ",2098.7,CATEGORIA_MUSICAL: EQUIPAMENTO_CAIXA_SOM || CONTEXTO: equipamento som audio caixa speaker || MARCA: DATDL || MODELO: KIT15-300MON || ESPECIFICACOES_MUSICAIS: AFINACAO: E || DESCRICAO_MUSICAL: MONITOR ATIVO E PASBVO 15 300W,EQUIPAMENTO_CAIXA_SOM,{'AFINACAO': ['E']}
68,DATREL,KIT15-300BLU,"Caixa Ativa e Passiva 15"" 300 W bluetooth",2131.56,CATEGORIA_MUSICAL: EQUIPAMENTO_CAIXA_SOM || CONTEXTO: equipamento som audio caixa speaker || MARCA: DATDL || MODELO: KIT15-300BLU || ESPECIFICACOES_MUSICAIS: AFINACAO: E || DESCRICAO_MUSICAL: CAIXA ATIVA E PASBVA 15 300 W BLUETOOTH,EQUIPAMENTO_CAIXA_SOM,{'AFINACAO': ['E']}
69,DATREL,KIT1X15,"Caixa Bass 1 AF 15 - 4 ohms + BAS 400 1x15"" 300 W ",2154.5,CATEGORIA_MUSICAL: INSTRUMENTO_CORDA || CONTEXTO: instrumento musical corda orquestra camerata || MARCA: DATDL || MODELO: KIT1X15 || ESPECIFICACOES_MUSICAIS: DIMENSAO_INSTRUMENTO: 1 15 || DESCRICAO_MUSICAL: CAIXA BASS 1 AF 15 - 4 OHMS + BAS 400 1X15 300 W,INSTRUMENTO_CORDA,"{'DIMENSAO_INSTRUMENTO': ['1', '15']}"
70,DATREL,KSWAVOX8.0,Kswa300 /Vox8.0 mixer ATIVO 500 W bluetooth,2161.94,CATEGORIA_MUSICAL: OUTROS || CONTEXTO: produto musical || MARCA: DATDL || MODELO: KSWAVOX8 0 || DESCRICAO_MUSICAL: KSWA300 VOX8 0 EXER ATIVO 500 W BLUETOOTH,OUTROS,{}
71,DATREL,PA20.0,AmplifiCador de potencia toca 4 AF 18” - SOOW   ,2217.12,CATEGORIA_MUSICAL: EQUIPAMENTO_AMPLIFICACAO || CONTEXTO: equipamento som audio amplificador potencia || MARCA: DATDL || MODELO: PA20 0 || DESCRICAO_MUSICAL: AMPLIFICACR DE POTENCIA TOCA 4 AF 18 - SOOW,EQUIPAMENTO_AMPLIFICACAO,{}
72,DATREL,KIT15-SOONT,"Caixa Ativa e Passiva 15"" 500 W ",2587.26,CATEGORIA_MUSICAL: EQUIPAMENTO_CAIXA_SOM || CONTEXTO: equipamento som audio caixa speaker || MARCA: DATDL || MODELO: KIT15-SOONT || ESPECIFICACOES_MUSICAIS: AFINACAO: E || DESCRICAO_MUSICAL: CAIXA ATIVA E PASBVA 15 500 W,EQUIPAMENTO_CAIXA_SOM,{'AFINACAO': ['E']}
73,DATREL,KITSWA15-400,"Sub Woofer ativo e passivo 15"" 400 W ",2626.94,CATEGORIA_MUSICAL: OUTROS || CONTEXTO: produto musical || MARCA: DATDL || MODELO: KITSWA15-400 || ESPECIFICACOES_MUSICAIS: AFINACAO: E || DESCRICAO_MUSICAL: SUB WOOFER ATIVO E PASBVO 15 400 W,OUTROS,{'AFINACAO': ['E']}
74,DATREL,KIT4X10,"Caixa Bass 4 AF 10 - 4 ohms + BAS 400 4x10"" 400 W ",2628.8,CATEGORIA_MUSICAL: INSTRUMENTO_CORDA || CONTEXTO: instrumento musical corda orquestra camerata || MARCA: DATDL || MODELO: KIT4X10 || ESPECIFICACOES_MUSICAIS: DIMENSAO_INSTRUMENTO: 4 10 || DESCRICAO_MUSICAL: CAIXA BASS 4 AF 10 - 4 OHMS + BAS 400 4X10 400 W,INSTRUMENTO_CORDA,"{'DIMENSAO_INSTRUMENTO': ['4', '10']}"
75,DATREL,KIT15-SOOBLU,"Caixa Ativa e Passiva 15"" 500 W bluetooth",2735.44,CATEGORIA_MUSICAL: EQUIPAMENTO_CAIXA_SOM || CONTEXTO: equipamento som audio caixa speaker || MARCA: DATDL || MODELO: KIT15-SOOBLU || ESPECIFICACOES_MUSICAIS: AFINACAO: E || DESCRICAO_MUSICAL: CAIXA ATIVA E PASBVA 15 500 W BLUETOOTH,EQUIPAMENTO_CAIXA_SOM,{'AFINACAO': ['E']}
76,DATREL,KSWAVOX 12,kit swa300/vox4.0  COMPLETO ativo/pas. 500 W bluetooth,3393.26,CATEGORIA_MUSICAL: OUTROS || CONTEXTO: produto musical || MARCA: DATDL || MODELO: KSWAVOX 12 || DESCRICAO_MUSICAL: KIT SWA300 VOX4 0 COMPLETO ATIVO PAS 500 W BLUETOOTH,OUTROS,{}
77,DATREL,COMBO,Caixa Bass 1x15 + 4x10 + BAS 800  800 W ,3912.2,CATEGORIA_MUSICAL: INSTRUMENTO_CORDA || CONTEXTO: instrumento musical corda orquestra camerata || MARCA: DATDL || MODELO: COMBO || ESPECIFICACOES_MUSICAIS: DIMENSAO_INSTRUMENTO: 1 10 15 || DESCRICAO_MUSICAL: CAIXA BASS 1X15 + 4X10 + BAS 800 800 W,INSTRUMENTO_CORDA,"{'DIMENSAO_INSTRUMENTO': ['1', '10', '15']}"
78,DATREL,KSWAVOX 15,kit swa400/vox4.0  COMPLETO ativo/pas. 600 W bluetooth,4584.28,CATEGORIA_MUSICAL: OUTROS || CONTEXTO: produto musical || MARCA: DATDL || MODELO: KSWAVOX 15 || DESCRICAO_MUSICAL: KIT SWA400 VOX4 0 COMPLETO ATIVO PAS 600 W BLUETOOTH,OUTROS,{}
79,DYLAN,CAP-902,CÁPSULA PARA MICROFONE DW-902 POWER,29.3,CATEGORIA_MUSICAL: OUTROS || CONTEXTO: produto musical || MARCA: DYAN || MODELO: CAP-902 || DESCRICAO_MUSICAL: CÁPSUA PARA ECROFONE DW-902 POWER,OUTROS,{}
80,DYLAN,CAP-DLS8,CÁPSULA PARA MICROFONE DLS-8,33.92,CATEGORIA_MUSICAL: OUTROS || CONTEXTO: produto musical || MARCA: DYAN || MODELO: CAP-DLS8 || DESCRICAO_MUSICAL: CÁPSUA PARA ECROFONE DLS-8,OUTROS,{}
81,DYLAN,FP-100,FONTE ALIMENTAÇÃO DW-602-UDX,34.15,CATEGORIA_MUSICAL: OUTROS || CONTEXTO: produto musical || MARCA: DYAN || MODELO: FP-100 || DESCRICAO_MUSICAL: FONTE ALIMENTAÇÃO DW-602-UDX,OUTROS,{}
82,DYLAN,FP-101,FONTE ALIMENTAÇÃO D-9500,42.3,CATEGORIA_MUSICAL: OUTROS || CONTEXTO: produto musical || MARCA: DYAN || MODELO: FP-101 || DESCRICAO_MUSICAL: FONTE ALIMENTAÇÃO D-9500,OUTROS,{}
83,DYLAN,GB-9500,GLOBO PARA MICROFONE D-9500,42.53,CATEGORIA_MUSICAL: OUTROS || CONTEXTO: produto musical || MARCA: DYAN || MODELO: GB-9500 || DESCRICAO_MUSICAL: GLOBO PARA ECROFONE D-9500,OUTROS,{}
84,DYLAN,FP-102,FONTE ALIMENTAÇÃO DW-902,46.18,CATEGORIA_MUSICAL: OUTROS || CONTEXTO: produto musical || MARCA: DYAN || MODELO: FP-102 || DESCRICAO_MUSICAL: FONTE ALIMENTAÇÃO DW-902,OUTROS,{}
85,DYLAN,GB-8000S,GLOBO PARA MICROFONE D-8000,51.92,CATEGORIA_MUSICAL: OUTROS || CONTEXTO: produto musical || MARCA: DYAN || MODELO: GB-8000S || DESCRICAO_MUSICAL: GLOBO PARA ECROFONE D-8000,OUTROS,{}
86,DYLAN,DE-115,EAR PHONE 1 DRIVE POR LADO CABO FIXO Caixa com 20 peças,61.0,CATEGORIA_MUSICAL: EQUIPAMENTO_AUDIO || CONTEXTO: equipamento som audio microfone cabo || MARCA: DYAN || MODELO: DE-115 || DESCRICAO_MUSICAL: EAR PHONE 1 DRIVE POR AC CABO FIXO CAIXA COM 20 PEÇAS,EQUIPAMENTO_AUDIO,{}
87,DYLAN,CAP-602BK,COMBO (CÁPSULA + GLOBO) CÁPSULA PRETA PARA MICROFONE UDX-01 E 02,62.5,CATEGORIA_MUSICAL: EQUIPAMENTO_AMPLIFICACAO || CONTEXTO: equipamento som audio amplificador potencia || MARCA: DYAN || MODELO: CAP-602BK || ESPECIFICACOES_MUSICAIS: AFINACAO: E || DESCRICAO_MUSICAL: COMBO (CÁPSUA + GLOBO) CÁPSUA PDTA PARA ECROFONE UDX-01 E 02,EQUIPAMENTO_AMPLIFICACAO,{'AFINACAO': ['E']}
88,DYLAN,DLP-03,MICROFONE LAPELA LINHAS UDX e D,63.85,CATEGORIA_MUSICAL: OUTROS || CONTEXTO: produto musical || MARCA: DYAN || MODELO: DLP-03 || ESPECIFICACOES_MUSICAIS: AFINACAO: E D || DESCRICAO_MUSICAL: ECROFONE APEA LINHAS UDX E D,OUTROS,"{'AFINACAO': ['E', 'D']}"
89,DYLAN,DH-03,MICROFONE HEADSET LINHAS UDX e D,65.41,CATEGORIA_MUSICAL: ACESSORIO_PERCUSSAO || CONTEXTO: acessorio instrumento percussao musical || MARCA: DYAN || MODELO: DH-03 || ESPECIFICACOES_MUSICAIS: AFINACAO: E D || DESCRICAO_MUSICAL: ECROFONE HEADSET LINHAS UDX E D,ACESSORIO_PERCUSSAO,"{'AFINACAO': ['E', 'D']}"
90,DYLAN,SMD-100,MICROFONE DINAMICO CARDIOIDE COM CABO Caixa com 30 peças,66.0,CATEGORIA_MUSICAL: EQUIPAMENTO_AUDIO || CONTEXTO: equipamento som audio microfone cabo || MARCA: DYAN || MODELO: SMD-100 || DESCRICAO_MUSICAL: ECROFONE DINAECO CARDIOIDE COM CABO CAIXA COM 30 PEÇAS,EQUIPAMENTO_AUDIO,{}
91,DYLAN,CAP-9500B,CÁPSULA PARA MICROFONE D-9500,69.09,CATEGORIA_MUSICAL: OUTROS || CONTEXTO: produto musical || MARCA: DYAN || MODELO: CAP-9500B || DESCRICAO_MUSICAL: CÁPSUA PARA ECROFONE D-9500,OUTROS,{}
92,DYLAN,GB-9000S,GLOBO PARA MICROFONE D-9000,70.35,CATEGORIA_MUSICAL: OUTROS || CONTEXTO: produto musical || MARCA: DYAN || MODELO: GB-9000S || DESCRICAO_MUSICAL: GLOBO PARA ECROFONE D-9000,OUTROS,{}
93,DYLAN,DE-215,EAR PHONE 1 DRIVE POR LADO Caixa com 20 peças,99.0,CATEGORIA_MUSICAL: OUTROS || CONTEXTO: produto musical || MARCA: DYAN || MODELO: DE-215 || DESCRICAO_MUSICAL: EAR PHONE 1 DRIVE POR AC CAIXA COM 20 PEÇAS,OUTROS,{}
94,DYLAN,SMD-57,MICROFONE DINAMICO CARDIOIDE COM CABO Caixa com 10 peças,100.0,CATEGORIA_MUSICAL: EQUIPAMENTO_AUDIO || CONTEXTO: equipamento som audio microfone cabo || MARCA: DYAN || MODELO: SMD-57 || DESCRICAO_MUSICAL: ECROFONE DINAECO CARDIOIDE COM CABO CAIXA COM 10 PEÇAS,EQUIPAMENTO_AUDIO,{}
95,DYLAN,SMD-58 PLUS,MICROFONE DINAMICO CARDIOIDE COM CABO Caixa com 10 peças,101.0,CATEGORIA_MUSICAL: EQUIPAMENTO_AUDIO || CONTEXTO: equipamento som audio microfone cabo || MARCA: DYAN || MODELO: SMD-58 PLUS || DESCRICAO_MUSICAL: ECROFONE DINAECO CARDIOIDE COM CABO CAIXA COM 10 PEÇAS,EQUIPAMENTO_AUDIO,{}
96,DYLAN,DG-10,GOOSENECK Caixa com 10 peças,103.0,CATEGORIA_MUSICAL: OUTROS || CONTEXTO: produto musical || MARCA: DYAN || MODELO: DG-10 || DESCRICAO_MUSICAL: GOOSENECK CAIXA COM 10 PEÇAS,OUTROS,{}
97,DYLAN,DE-225 BRANCO OU PRETO,EAR PHONE 2 DRIVES POR LADO Caixa com 20 peças,112.0,CATEGORIA_MUSICAL: OUTROS || CONTEXTO: produto musical || MARCA: DYAN || MODELO: DE-225 BRANCO OU PDTO || DESCRICAO_MUSICAL: EAR PHONE 2 DRIVES POR AC CAIXA COM 20 PEÇAS,OUTROS,{}
98,DYLAN,DLS-8 CHAMPANHE OU PRETO,MICROFONE DINAMICO CARDIOIDE COM CABO Caixa com 10 peças,144.0,CATEGORIA_MUSICAL: EQUIPAMENTO_AUDIO || CONTEXTO: equipamento som audio microfone cabo || MARCA: DYAN || MODELO: DLS-8 CHAMPANHE OU PDTO || DESCRICAO_MUSICAL: ECROFONE DINAECO CARDIOIDE COM CABO CAIXA COM 10 PEÇAS,EQUIPAMENTO_AUDIO,{}
99,DYLAN,DI-400,FONE DE OUVIDO COMPACTO PRA PALCO Caixa com 10 peças,170.0,CATEGORIA_MUSICAL: OUTROS || CONTEXTO: produto musical || MARCA: DYAN || MODELO: DI-400 || DESCRICAO_MUSICAL: FONE DE OUVIC COMPACTO PRA PALCO CAIXA COM 10 PEÇAS,OUTROS,{}
100,DYLAN,DI-640,FONE DE OUVIDO Caixa com 10 peças,195.0,CATEGORIA_MUSICAL: OUTROS || CONTEXTO: produto musical || MARCA: DYAN || MODELO: DI-640 || DESCRICAO_MUSICAL: FONE DE OUVIC CAIXA COM 10 PEÇAS,OUTROS,{}
101,DYLAN,DG-50,GOOSENECK Caixa com 10 peças,236.0,CATEGORIA_MUSICAL: OUTROS || CONTEXTO: produto musical || MARCA: DYAN || MODELO: DG-50 || DESCRICAO_MUSICAL: GOOSENECK CAIXA COM 10 PEÇAS,OUTROS,{}
102,DYLAN,DS-81 SHOTGUN,MICROFONE SHOTGUN Caixa com 10 peças,242.0,CATEGORIA_MUSICAL: OUTROS || CONTEXTO: produto musical || MARCA: DYAN || MODELO: DS-81 SHOTGUN || DESCRICAO_MUSICAL: ECROFONE SHOTGUN CAIXA COM 10 PEÇAS,OUTROS,{}
103,DYLAN,DLS-9,MICROFONE DINAMICO SUPER CARDIOIDE COM CASE Caixa com 10 peças,245.0,CATEGORIA_MUSICAL: ACESSORIO_SOPRO || CONTEXTO: acessorio instrumento sopro musical || MARCA: DYAN || MODELO: DLS-9 || DESCRICAO_MUSICAL: ECROFONE DINAECO SUPER CARDIOIDE COM CASE CAIXA COM 10 PEÇAS,ACESSORIO_SOPRO,{}
104,DYLAN,DI-2,MICROFONE CONDENSER OVERHEAD Caixa com 10 peças,248.0,CATEGORIA_MUSICAL: ACESSORIO_PERCUSSAO || CONTEXTO: acessorio instrumento percussao musical || MARCA: DYAN || MODELO: DI-2 || DESCRICAO_MUSICAL: ECROFONE CONDENSER OVERHEAD CAIXA COM 10 PEÇAS,ACESSORIO_PERCUSSAO,{}
105,DYLAN,DI-700 BT,FONE DE OUVIDO SEM FIO BLUETOOTH COM CANCELAMENTO DE RUIDO Caixa com 10 peças,270.0,CATEGORIA_MUSICAL: OUTROS || CONTEXTO: produto musical || MARCA: DYAN || MODELO: DI-700 BT || DESCRICAO_MUSICAL: FONE DE OUVIC SEM FIO BLUETOOTH COM CANCEAMENTO DE RUIC CAIXA COM 10 PEÇAS,OUTROS,{}
106,DYLAN,DI-840,FONE DE OUVIDO Caixa com 10 peças,282.0,CATEGORIA_MUSICAL: OUTROS || CONTEXTO: produto musical || MARCA: DYAN || MODELO: DI-840 || DESCRICAO_MUSICAL: FONE DE OUVIC CAIXA COM 10 PEÇAS,OUTROS,{}
107,DYLAN,DE-635,EAR PHONE 3 DRIVES POR LADO Caixa com 20 peças,291.0,CATEGORIA_MUSICAL: OUTROS || CONTEXTO: produto musical || MARCA: DYAN || MODELO: DE-635 || DESCRICAO_MUSICAL: EAR PHONE 3 DRIVES POR AC CAIXA COM 20 PEÇAS,OUTROS,{}
108,DYLAN,DG-86,GOOSENECK Caixa com 10 peças,299.0,CATEGORIA_MUSICAL: OUTROS || CONTEXTO: produto musical || MARCA: DYAN || MODELO: DG-86 || DESCRICAO_MUSICAL: GOOSENECK CAIXA COM 10 PEÇAS,OUTROS,{}
109,DYLAN,DLS-10 PLUS,MICROFONE DINAMICO SUPER CARDIOIDE COM CASE Caixa com 10 peças,307.0,CATEGORIA_MUSICAL: ACESSORIO_SOPRO || CONTEXTO: acessorio instrumento sopro musical || MARCA: DYAN || MODELO: DLS-10 PLUS || DESCRICAO_MUSICAL: ECROFONE DINAECO SUPER CARDIOIDE COM CASE CAIXA COM 10 PEÇAS,ACESSORIO_SOPRO,{}
110,DYLAN,UDX-01 MULTI,"Sistema de transmissão sem fio UHF composto de 1 receptor com 1 antena fixa, 1 bastão transmissor com 30 canais e 1 fonte de alimentação 110/220v, acondicionados em maleta plástica. Certificado Anatel. Range de frequência 663,5 – 693,5 MHz",376.0,CATEGORIA_MUSICAL: OUTROS || CONTEXTO: produto musical || MARCA: DYAN || MODELO: UDX-01 MULTI || ESPECIFICACOES_MUSICAIS: AFINACAO: E || DESCRICAO_MUSICAL: BSTEMA DE TRANSESSÃO SEM FIO UHF COMPOSTO DE 1 DCEPTOR COM 1 ANTENA FIXA 1 BASTÃO TRANSESSOR COM 30 CANAIS E 1 FONTE DE ALIMENTAÇÃO 110 220V ACONDICIONACS EM MALETA PLÁSTICA CERTIFICAC ANATEL RANGE DE FDQUÊNCIA 663 5 693 5 MHZ,OUTROS,{'AFINACAO': ['E']}
111,DYLAN,DM-5,MICROFONE PODCAST DINÂMICO CARDIOIDE Caixa com 10 peças,389.0,CATEGORIA_MUSICAL: OUTROS || CONTEXTO: produto musical || MARCA: DYAN || MODELO: DM-5 || DESCRICAO_MUSICAL: ECROFONE PODCAST DINÂECO CARDIOIDE CAIXA COM 10 PEÇAS,OUTROS,{}
112,DYLAN,DG-90,GOOSENECK Caixa com 10 peças,427.0,CATEGORIA_MUSICAL: OUTROS || CONTEXTO: produto musical || MARCA: DYAN || MODELO: DG-90 || DESCRICAO_MUSICAL: GOOSENECK CAIXA COM 10 PEÇAS,OUTROS,{}
113,DYLAN,DE-845,EAR PHONE 4 DRIVES POR LADO Caixa com 20 peças,455.0,CATEGORIA_MUSICAL: OUTROS || CONTEXTO: produto musical || MARCA: DYAN || MODELO: DE-845 || DESCRICAO_MUSICAL: EAR PHONE 4 DRIVES POR AC CAIXA COM 20 PEÇAS,OUTROS,{}
114,DYLAN,UDX-03 MULTI,"Sistema de transmissão sem fio UHF composto de 1 receptor com 1 antena fixa, 1 transmissor bodypack com 30 canais, 1 microfone de cabeça (headset), 1 microfone de lapela + cabo p/ instrumentos e 1 fonte de alimentação 110/220v, acondicionados em maleta plástica. Certificado anatel. Range de frequência 663,5 – 693,5 MHz",501.0,CATEGORIA_MUSICAL: ACESSORIO_PERCUSSAO || CONTEXTO: acessorio instrumento percussao musical || MARCA: DYAN || MODELO: UDX-03 MULTI || ESPECIFICACOES_MUSICAIS: AFINACAO: E || DESCRICAO_MUSICAL: BSTEMA DE TRANSESSÃO SEM FIO UHF COMPOSTO DE 1 DCEPTOR COM 1 ANTENA FIXA 1 TRANSESSOR BODYPACK COM 30 CANAIS 1 ECROFONE DE CABEÇA (HEADSET) 1 ECROFONE DE APEA + CABO P INSTRUMENTOS E 1 FONTE DE ALIMENTAÇÃO 110 220V ACONDICIONACS EM MALETA PLÁSTICA CERTIFICAC ANATEL RANGE DE FDQUÊNCIA 663 5 693 5 MHZ,ACESSORIO_PERCUSSAO,{'AFINACAO': ['E']}
115,DYLAN,DH-55,MICROFONE HEADSET CONDENSER DIRECIONAL COM 3 PLUGS Caixa com 10 peças,502.0,CATEGORIA_MUSICAL: ACESSORIO_PERCUSSAO || CONTEXTO: acessorio instrumento percussao musical || MARCA: DYAN || MODELO: DH-55 || DESCRICAO_MUSICAL: ECROFONE HEADSET CONDENSER DIDCIONAL COM 3 PLUGS CAIXA COM 10 PEÇAS,ACESSORIO_PERCUSSAO,{}
116,DYLAN,UDX-02 MULTI,"Sistema de transmissão sem fio UHF composto de 1 receptor com 2 antenas fixas, 2 bastões transmissores com 30 canais cada e 1 fonte de alimentação 110/220v, acondicionados em maleta plástica. Certificado anatel. Range de frequência 663,5 – 693,5 MHz",583.0,CATEGORIA_MUSICAL: OUTROS || CONTEXTO: produto musical || MARCA: DYAN || MODELO: UDX-02 MULTI || ESPECIFICACOES_MUSICAIS: AFINACAO: E || DESCRICAO_MUSICAL: BSTEMA DE TRANSESSÃO SEM FIO UHF COMPOSTO DE 1 DCEPTOR COM 2 ANTENAS FIXAS 2 BASTÕES TRANSESSODS COM 30 CANAIS CADA E 1 FONTE DE ALIMENTAÇÃO 110 220V ACONDICIONACS EM MALETA PLÁSTICA CERTIFICAC ANATEL RANGE DE FDQUÊNCIA 663 5 693 5 MHZ,OUTROS,{'AFINACAO': ['E']}
117,DYLAN,DH-77,MICROFONE HEADSET CONDENSER OMNIDIRECIONAL Caixa com 10 peças,784.0,CATEGORIA_MUSICAL: ACESSORIO_PERCUSSAO || CONTEXTO: acessorio instrumento percussao musical || MARCA: DYAN || MODELO: DH-77 || DESCRICAO_MUSICAL: ECROFONE HEADSET CONDENSER OMNIDIDCIONAL CAIXA COM 10 PEÇAS,ACESSORIO_PERCUSSAO,{}
118,DYLAN,UDX-05 MULTI,"Sistema de transmissão sem fio UHF composto de 1 receptor com 2 antenas fixas, 1 bastão transmissor modelo UDX-02 + 1 Bopdypack UDX-03, com 30 canais cada + headset + lapela + cabo p/ instrumento e 1 fonte de alimentação 110/220v, acondicionados em maleta plástica. Certificado Anatel. Range de frequência 663,5 – 693,5 MHz",795.0,CATEGORIA_MUSICAL: ACESSORIO_PERCUSSAO || CONTEXTO: acessorio instrumento percussao musical || MARCA: DYAN || MODELO: UDX-05 MULTI || ESPECIFICACOES_MUSICAIS: AFINACAO: E || DESCRICAO_MUSICAL: BSTEMA DE TRANSESSÃO SEM FIO UHF COMPOSTO DE 1 DCEPTOR COM 2 ANTENAS FIXAS 1 BASTÃO TRANSESSOR MODELO UDX-02 + 1 BOPDYPACK UDX-03 COM 30 CANAIS CADA + HEADSET + APEA + CABO P INSTRUMENTO E 1 FONTE DE ALIMENTAÇÃO 110 220V ACONDICIONACS EM MALETA PLÁSTICA CERTIFICAC ANATEL RANGE DE FDQUÊNCIA 663 5 693 5 MHZ,ACESSORIO_PERCUSSAO,{'AFINACAO': ['E']}
119,DYLAN,DM-7,MICROFONE PODCAST DINAMICO CARDIOIDE COM PRÉ ACIONADO VIA PHANTON POWER Caixa com 10 peças,825.0,CATEGORIA_MUSICAL: OUTROS || CONTEXTO: produto musical || MARCA: DYAN || MODELO: DM-7 || DESCRICAO_MUSICAL: ECROFONE PODCAST DINAECO CARDIOIDE COM PRÉ ACIONAC VIA PHANTON POWER CAIXA COM 10 PEÇAS,OUTROS,{}
120,DYLAN,UDX-06 MULTI,"Sistema de transmissão sem fio UHF composto de 1 receptor com duas antenas fixas, 2 transmissores bodypacks com 30 canais cada + 2 microfones de cabeça (headset), 2 microfones de lapela + 2 cabos p/ instrumentos e 1 fonte de alimentação 110/220v, acondicionados em maleta plástica. Certificado Anatel. Range de frequência 663,5 – 693,5 MHz",833.0,CATEGORIA_MUSICAL: ACESSORIO_PERCUSSAO || CONTEXTO: acessorio instrumento percussao musical || MARCA: DYAN || MODELO: UDX-06 MULTI || ESPECIFICACOES_MUSICAIS: AFINACAO: E || DESCRICAO_MUSICAL: BSTEMA DE TRANSESSÃO SEM FIO UHF COMPOSTO DE 1 DCEPTOR COM DUAS ANTENAS FIXAS 2 TRANSESSODS BODYPACKS COM 30 CANAIS CADA + 2 ECROFONES DE CABEÇA (HEADSET) 2 ECROFONES DE APEA + 2 CABOS P INSTRUMENTOS E 1 FONTE DE ALIMENTAÇÃO 110 220V ACONDICIONACS EM MALETA PLÁSTICA CERTIFICAC ANATEL RANGE DE FDQUÊNCIA 663 5 693 5 MHZ,ACESSORIO_PERCUSSAO,{'AFINACAO': ['E']}
121,DYLAN,DW-902 POWER,"Sistema de transmissão sem fio UHF composto de 1 receptor com 2 antenas fixas, 2 bastões transmissores com 100 canais cada e baterias de lithium recarregáveis e 1 fonte de alimentação 110/220v, acondicionados em maleta plástica. Modulação digital DQPSK. Certificado Anatel. Range de frequência 622 – 684 MHz",871.0,CATEGORIA_MUSICAL: OUTROS || CONTEXTO: produto musical || MARCA: DYAN || MODELO: DW-902 POWER || ESPECIFICACOES_MUSICAIS: AFINACAO: E || DESCRICAO_MUSICAL: BSTEMA DE TRANSESSÃO SEM FIO UHF COMPOSTO DE 1 DCEPTOR COM 2 ANTENAS FIXAS 2 BASTÕES TRANSESSODS COM 100 CANAIS CADA E BATERIAS DE LITHIUM DCARDGÁVEIS E 1 FONTE DE ALIMENTAÇÃO 110 220V ACONDICIONACS EM MALETA PLÁSTICA MODUAÇÃO DIGITAL DQPSK CERTIFICAC ANATEL RANGE DE FDQUÊNCIA 622 684 MHZ,OUTROS,{'AFINACAO': ['E']}
122,DYLAN,DH-88,MICROFONE HEADSET CONDENSER DIRECIONAL Caixa com 10 peças,916.0,CATEGORIA_MUSICAL: ACESSORIO_PERCUSSAO || CONTEXTO: acessorio instrumento percussao musical || MARCA: DYAN || MODELO: DH-88 || DESCRICAO_MUSICAL: ECROFONE HEADSET CONDENSER DIDCIONAL CAIXA COM 10 PEÇAS,ACESSORIO_PERCUSSAO,{}
123,DYLAN,D-9001S,"Sistema de transmissão sem fio UHF composto de 1 receptor com 2 antenas BNC, 1 bastão transmissor com 100 canais e atenuador de ganho de -10 dB e 1 fonte de Alimentação 110/220v acondicionados em maleta plástica. Certificado Anatel. Range de frequência 530 a 580 MHz  640 a 690 MHz",921.0,CATEGORIA_MUSICAL: OUTROS || CONTEXTO: produto musical || MARCA: DYAN || MODELO: D-9001S || ESPECIFICACOES_MUSICAIS: AFINACAO: E DB A || DESCRICAO_MUSICAL: BSTEMA DE TRANSESSÃO SEM FIO UHF COMPOSTO DE 1 DCEPTOR COM 2 ANTENAS BNC 1 BASTÃO TRANSESSOR COM 100 CANAIS E ATENUACR DE GANHO DE -10 DB E 1 FONTE DE ALIMENTAÇÃO 110 220V ACONDICIONACS EM MALETA PLÁSTICA CERTIFICAC ANATEL RANGE DE FDQUÊNCIA 530 A 580 MHZ 640 A 690 MHZ,OUTROS,"{'AFINACAO': ['E', 'DB', 'A']}"
124,DYLAN,DSM-301,Sistema de monitoramento de palco sem fio c/1 bodypack + 1 fone + 1 fonte de Alimentação 110/220v acondicionados em maleta plástica. Certificado Anatel. Range de frequência 530 a 580 MHz  630 a 680 MHz,938.0,CATEGORIA_MUSICAL: EQUIPAMENTO_CAIXA_SOM || CONTEXTO: equipamento som audio caixa speaker || MARCA: DYAN || MODELO: DSM-301 || ESPECIFICACOES_MUSICAIS: AFINACAO: C A || DESCRICAO_MUSICAL: BSTEMA DE MONITORAMENTO DE PALCO SEM FIO C 1 BODYPACK + 1 FONE + 1 FONTE DE ALIMENTAÇÃO 110 220V ACONDICIONACS EM MALETA PLÁSTICA CERTIFICAC ANATEL RANGE DE FDQUÊNCIA 530 A 580 MHZ 630 A 680 MHZ,EQUIPAMENTO_CAIXA_SOM,"{'AFINACAO': ['C', 'A']}"
